id,retailer_id,name,description,url,currency,price,is_hidden,is_sanctioned,max_available,availability,checkmark,whatsapp_product_can_appeal,videos,is_approved,approval_status,image_url,image_url2,image_url3,image_url4,image_url5,image_url6
"26641073248814735","","Vestido AZUL SERENITY","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/26641073248814735_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/26641073248814735_2","","","",""
"24707437045609219","","Vestido PRETO somente um Ombro","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24707437045609219_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24707437045609219_2","","","",""
"25994285863504762","","Vestido VERDE ESMERALDA ombro a ombro","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25994285863504762_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25994285863504762_2","","","",""
"33561356326789012","","Vestido AZUL SERENITY","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33561356326789012_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33561356326789012_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/33561356326789012_3","","",""
"25460621273579681","","Vestido CARAMELO","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25460621273579681_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25460621273579681_2","","","",""
"25697023206597783","","Vestido ROSE","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25697023206597783_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25697023206597783_2","","","",""
"24913546341611006","","Vestido de noiva (civil e religioso)","","","BRL","450.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24913546341611006_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24913546341611006_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/24913546341611006_3","","",""
"25719933167634378","","Vestido VERDE OLIVA ombro a ombro com flores","","",,,"false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25719933167634378_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/25719933167634378_2","","","",""
"8229525100427955","","Vestido AZUL SERENITY ombro a ombro (com glitter)","Veste M","","BRL","220.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/8229525100427955_1","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/8229525100427955_2","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/8229525100427955_3","","",""
"8404884569591328","","Vestido VERDE ESMERALDA com corpete acinturado e mangas (sem brilho)","Veste M","","BRL","260.00","false","false","99","in stock","false","true","","true","APPROVED","https://2chat-user-data.s3.amazonaws.com/w/p/559293531943/8404884569591328_1","","","","",""
